题号,题干,A,B,C,D,E,答案,难度,题型,类别,备注
687,党的纪律建设必须（  ）。,坚持以马克思列宁主义、毛泽东思想、邓小平理论、“三个代表”重要思想、科学发展观、习近平新时代中国特色社会主义思想为指导,坚持和加强党的全面领导，坚决维护习近平总书记党中央的核心、全党的核心地位，坚决维护以习近平同志为核心的党中央权威和集中统一领导,弘扬伟大建党精神，坚持自我革命，贯彻全面从严治党战略方针，落实新时代党的建设总要求，推动解决大党独有难题、健全全面从严治党体系,全面加强党的纪律建设，为以中国式现代化全面推进强国建设、民族复兴伟业提供坚强纪律保障,,ABCD,无,多选题,政治理论,
688,党中央八项规定旨在全方位改进工作作风，密切联系群众，以下哪些属于其核心要点？（ ）,要精简文件简报，切实改进文风,要严禁公款吃喝，规范公务接待,要改进警卫工作，减少交通管制,要精简文件简报，切实改进文风,,ACD,无,多选题,政治理论,
689,规范出访活动时，以下做法正确的是？（	）,根据外交工作实际需求安排出访,为显示友好，可超标准宴请外方人员,严格控制随行人员数量,按照规定选择合适的交通工具,,ACD,无,多选题,政治理论,
690,改进警卫工作要坚持哪些原则？（	）,安全至上，不惜一切保障安全,减少扰民，保障群众正常生活,有利于联系群众，拉近干群关系,严格保密，不公开任何警卫信息,,BC,无,多选题,政治理论,
691,厉行勤俭节约需在哪些方面严格遵守廉洁从政规定？（	）,规范公务接待，不铺张浪费,按标准配备使用办公设备,严禁公款旅游，杜绝变相旅游,可适当接受下属单位赠送的土特产,,ABC,无,多选题,政治理论,
692,贯彻中央八项规定精神，在规范公务用车时，需要做到（	）。,定期更新车辆，保证车辆性能,严格执行车辆编制管理,禁止公车私用,可以超标准配备公务用车,,BC,无,多选题,政治理论,
693,在办公用房管理方面，落实中央八项规定精神应（	）。,领导干部可根据工作需要超面积使用办公用房,定期对办公用房进行豪华装修,严格执行办公用房使用标准,推进办公用房资源整合和集约利用,,CD,无,多选题,政治理论,
694,关于落实中央八项规定精神，下列说法正确的是（	）。,仅对领导干部有约束，普通党员无需遵守,是加强党的作风建设的重要举措,有助于密切党同人民群众的联系,只在一段时间内执行，过后可放松要求,,BC,无,多选题,政治理论,
695,为更好地贯彻中央八项规定精神，各级党组织应（	）。,定期开展自查自纠，发现问题及时整改,对违反规定的党员干部从轻处理,加强对党员干部的宣传教育,建立健全相关监督机制,,ACD,无,多选题,政治理论,
696,在精简文件简报时，以下做法正确的是（	）。,对内容相近的文件进行整合,提高文件简报的印发频率,严格审核文件简报内容，确保有价值,简化文件格式，提高流转效率,,ACD,无,多选题,政治理论,
697,改进新闻报道落实中央八项规定精神，新闻媒体应（	）。,创新报道形式，增强吸引力,增加领导出席活动报道篇幅,注重报道内容的真实性和客观性,挖掘更多反映社会民生的新闻素材,,ACD,无,多选题,政治理论,
698,落实中央八项规定精神，加强监督检查的方式有（	）。,设立举报信箱，接受群众监督,开展专项检查，针对重点领域,进行不定期暗访，了解真实情况,查阅财务账目，检查经费使用合规性,,ABCD,无,多选题,政治理论,
699,在公务接待中，落实中央八项规定精神要（	）。,严格执行接待标准，不得擅自提高,提供特色服务，满足客人一切需求,控制接待次数，避免频繁接待,规范接待流程，明确责任分工,,ACD,无,多选题,政治理论,
700,中央八项规定对（   ）产生了深远影响。,党风,政风,社风,民风,,ABCD,无,多选题,政治理论,
701,党员受到开除党籍处分，三年内不得重新入党。,,,,,,错,无,判断题,政治理论,正确答案应为: 五年
702,留党察看期限最长不得超过三年。,,,,,,错,无,判断题,政治理论,正确答案应为: 不得超过两年
703,利用职权、教养关系、从属关系或者其他相类似关系与他人发生性关系的，从重处分。,,,,,,对,无,判断题,政治理论,
704,生活奢靡、铺张浪费、贪图享乐、追求低级趣味，造成不良影响的，给予撤销党内职务处分。,,,,,,错,无,判断题,政治理论,正确答案应为: 情节较重的给予警告或者严重警告处分；情节严重的，给予撤销党内职务处分。题目中未区分情节轻重，直接判定为“撤销党内职务”，不符合条例对处分档次的梯度设置
705,在干部、职工的荣誉表彰工作中，利用职权或者职务上的影响违反有关规定为其他人谋取利益的，给予警告或者严重警告处分。,,,,,,对,无,判断题,政治理论,
706,在考试、录取工作中，有泄露试题、考场舞弊、涂改考卷、违规录取等违反有关规定行为的，给予警告或者严重警告处分；情节较重的，给予撤销党内职务或者留党察看处分；情节严重的，给予开除党籍处分。,,,,,,对,无,判断题,政治理论,
707,虽经批准因私出国（境）但存在擅自变更路线、无正当理由超期未归等超出批准范围出国（境）行为，情节严重的，给予严重警告处分。,,,,,,错,无,判断题,政治理论,正确答案应为: 情节严重的，给予撤销党内职务处分
708,党员李某因过失犯罪被判处两年有期徒刑，一般应当开除党籍。,,,,,,对,无,判断题,政治理论,
709,利用职权或者职务上的影响操办婚丧喜庆事宜，造成不良影响的，给予警告或者严重警告处分。,,,,,,对,无,判断题,政治理论,
710,党员在党纪处分影响期内又受到党纪处分的，其影响期以新处分影响期为准。,,,,,,错,无,判断题,政治理论,正确答案应为: 将原处分与新处分叠加
711,搞劳民伤财的“形象工程”、“政绩工程”违反的是党的群众纪律。,,,,,,错,无,判断题,政治理论,正确答案应为: 政治纪律
712,党员行为虽然造成损失或者后果，但不是出于故意或者过失，而是由于不可抗力等原因所引起的，不追究党纪责任。,,,,,,对,无,判断题,政治理论,
713,对强迫、唆使他人违纪的党员，应当从重或者加重处分。,,,,,,对,无,判断题,政治理论,
714,隐瞒入党前严重错误的，一般应当予以除名；对入党多年且一贯表现好，或者在工作中作出突出贡献的，给予严重警告、撤销党内职务或者留党察看处分。,,,,,,对,无,判断题,政治理论,
715,遇到国家财产和群众生命财产受到严重威胁时，能救而不救，情节较重的，给予警告、严重警告或者撤销党内职务处分；情节严重的，给予留党察看或者开除党籍处分。,,,,,,对,无,判断题,政治理论,
716,党员受到开除党籍处分，五年内不得重新入党，可以推荐担任与其原任职务相当的党外职务。,,,,,,错,无,判断题,政治理论,正确答案应为: 不得担任与其原任职务相当的党外职务
717,留党察看期限最长不得超过两年。,,,,,,对,无,判断题,政治理论,
718,在法律规定的投票、选举活动中违背组织原则搞非组织活动，组织、怂恿、诱使他人投票、表决，违反了党的组织纪律。,,,,,,对,无,判断题,政治理论,
719,减轻处分，是指在《中国共产党纪律处分条例》 规定的违纪行为应当受到的处分幅度以外，给予较轻的处分。,,,,,,错,无,判断题,政治理论,正确答案应为: 减轻处分，是指在《中国共产党纪律处分条例》 规定的违纪行为应当受到的处分幅度以外，减轻一档给予处分
720,违纪党员在党组织作出处分决定前死亡，或者在死亡之后发现其曾有严重违纪行为，对于应当给予开除党籍处分的，开除其党籍。,,,,,,对,无,判断题,政治理论,
721,党员因违犯党纪受到处分，影响期满后，党组织无需取消对其的处分。,,,,,,对,无,判断题,政治理论,
722,根据《中国共产党纪律处分条例》规定，深化运用监督执纪“四种形态”，严重违纪涉嫌犯罪追究刑事责任的成为极少数。,,,,,,对,无,判断题,政治理论,
723,党员受到留党察看处分，其党内职务可保留。,,,,,,错,无,判断题,政治理论,正确答案应为: 党内职务自然撤销
724,“党员干部不按照有关规定向组织请示、报告重大事项”问题，违反了组织纪律。,,,,,,错,无,判断题,政治理论,正确答案应为: 政治纪律
